examId,examName,examStatus,subjectId,subjectName,subjectStatus,unitId,unitName,unitStatus,chapterId,chapterName,chapterStatus,topicId,topicName,topicStatus,conceptId,conceptName,conceptStatus
1,JEE Main,1,2,Physics,1,7,Modern Physics,1,244,Nuclei,1,3626,Nuclear Structure and Energy,1,240,Variation of binding energy,1
1,JEE Main,1,2,Physics,1,3,Mechanics -1,1,227,Motion in a Straight Line,1,3650,Graphs,1,345,Slope of graph,1
1,JEE Main,1,2,Physics,1,9,Magnetism and Electromagnetic Induction,1,250,Moving Charges and Magnetism,1,3735,Magnetic Field,1,352,Magnetic field due to solenoid,1
1,JEE Main,1,2,Physics,1,7,Modern Physics,1,244,Nuclei,1,3628,Radioactivity,1,244,Beta decay,1
1,JEE Main,1,2,Physics,1,7,Modern Physics,1,244,Nuclei,1,3628,Radioactivity,1,247,Laws of radioactivity,1
1,JEE Main,1,2,Physics,1,9,Magnetism and Electromagnetic Induction,1,250,Moving Charges and Magnetism,1,3736,Charge in Magnetic Field,1,367,Path of charged particle in both electric and magnetic field,1
1,JEE Main,1,2,Physics,1,3,Mechanics -1,1,228,Motion in a Plane,1,3652,Relative Motion,1,382,Shortest distance between 2 moving particles,1
1,JEE Main,1,2,Physics,1,7,Modern Physics,1,244,Nuclei,1,3628,Radioactivity,1,251,Average life,1
1,JEE Main,1,2,Physics,1,7,Modern Physics,1,245,Semiconductor Electronics,1,3630,Semiconductors,1,261,Intrinsic and extrinsic semiconductor,1
1,JEE Main,1,2,Physics,1,3,Mechanics -1,1,228,Motion in a Plane,1,3653,Circular Motion,1,392,Angular Position,1
1,JEE Main,1,2,Physics,1,3,Mechanics -1,1,228,Motion in a Plane,1,3653,Circular Motion,1,393,Average angular velocity,1
1,JEE Main,1,2,Physics,1,7,Modern Physics,1,245,Semiconductor Electronics,1,3632,Junction Transistor & Its Characteristics,1,266,I-V characteristics of LED,1
1,JEE Main,1,2,Physics,1,8,Electrostatics and Current Electricity,1,247,Electric Charges and Field,1,3723,Electric Field,1,276,Electric field due to sheet of charge,1
1,JEE Main,1,2,Physics,1,3,Mechanics -1,1,228,Motion in a Plane,1,3653,Circular Motion,1,397,Relative angular velocity,1
1,JEE Main,1,2,Physics,1,3,Mechanics -1,1,228,Motion in a Plane,1,3653,Circular Motion,1,404,Motion with constant Angular acceleration,1
1,JEE Main,1,2,Physics,1,8,Electrostatics and Current Electricity,1,249,Current Electricity,1,3728,Electric Current,1,305,Drift Velocity,1
1,JEE Main,1,2,Physics,1,9,Magnetism and Electromagnetic Induction,1,252,Electromagnetic Induction,1,3739,Electromagnetic Induction and Inductance,1,429,Faraday's law,1
1,JEE Main,1,2,Physics,1,8,Electrostatics and Current Electricity,1,249,Current Electricity,1,,,,310,Kirchoff's Voltage and Current Law,1
1,JEE Main,1,2,Physics,1,9,Magnetism and Electromagnetic Induction,1,252,Electromagnetic Induction,1,3739,Electromagnetic Induction and Inductance,1,430,Direction of induced emf,1
1,JEE Main,1,2,Physics,1,8,Electrostatics and Current Electricity,1,249,Current Electricity,1,3731,Charging  and Discharging of Capacitor,1,311,Equivalent time constant,1
1,JEE Main,1,2,Physics,1,9,Magnetism and Electromagnetic Induction,1,252,Electromagnetic Induction,1,3739,Electromagnetic Induction and Inductance,1,431,Lenz's law,1
1,JEE Main,1,2,Physics,1,8,Electrostatics and Current Electricity,1,249,Current Electricity,1,3732,Measuring Instruments,1,314,Conversion of Galvanometer to voltmeter,1
1,JEE Main,1,2,Physics,1,3,Mechanics -1,1,227,Motion in a Straight Line,1,3644,Speed and Velocity,1,326,Instantaneous velocity,1
1,JEE Main,1,2,Physics,1,9,Magnetism and Electromagnetic Induction,1,252,Electromagnetic Induction,1,3740,Circuits,1,453,A-C generator,1
1,JEE Main,1,2,Physics,1,3,Mechanics -1,1,229,Laws of Motion and Friction,1,3662,Circular Motion,1,456,Centrifugal force,1
1,JEE Main,1,2,Physics,1,3,Mechanics -1,1,227,Motion in a Straight Line,1,3646,Motion in a Straight Line,1,331,Non-Uniform Motion,1
1,JEE Main,1,2,Physics,1,3,Mechanics -1,1,229,Laws of Motion and Friction,1,3662,Circular Motion,1,458,Turning of vehicle on horizontal circular road,1
1,JEE Main,1,2,Physics,1,3,Mechanics -1,1,227,Motion in a Straight Line,1,3650,Graphs,1,341,Acceleration time graph,1
1,JEE Main,1,2,Physics,1,9,Magnetism and Electromagnetic Induction,1,250,Moving Charges and Magnetism,1,3735,Magnetic Field,1,347,Magnetic field due to a current carrying wire,1
1,JEE Main,1,2,Physics,1,3,Mechanics -1,1,230,"Work, Energy and Power",1,3665,Potential Energy,1,466,Gravitational potential energy,1
1,JEE Main,1,2,Physics,1,3,Mechanics -1,1,230,"Work, Energy and Power",1,3665,Potential Energy,1,469,Elastic potential energy stored in a spring,1
1,JEE Main,1,2,Physics,1,3,Mechanics -1,1,228,Motion in a Plane,1,3651,Projectile Motion,1,363,Range,1
1,JEE Main,1,2,Physics,1,3,Mechanics -1,1,230,"Work, Energy and Power",1,3665,Potential Energy,1,471,3 dimensional formula for potential energy,1
1,JEE Main,1,2,Physics,1,9,Magnetism and Electromagnetic Induction,1,250,Moving Charges and Magnetism,1,3737,Magnetic Dipole,1,386,Magnetic moment,1
1,JEE Main,1,2,Physics,1,3,Mechanics -1,1,230,"Work, Energy and Power",1,4614,Conservation of Mechanical Energy,1,479,Condition for oscillation or leaving a circle,1
1,JEE Main,1,2,Physics,1,3,Mechanics -1,1,228,Motion in a Plane,1,3653,Circular Motion,1,390,Uniform Circular motion,1
1,JEE Main,1,2,Physics,1,3,Mechanics -1,1,228,Motion in a Plane,1,3653,Circular Motion,1,394,Angular Acceleration,1
1,JEE Main,1,2,Physics,1,4,Mechanics -2,1,231,"Center of Mass, Conservation of Linear Momentum and Collision",1,3669,Centre of Mass,1,484,Centre of mass of continuous mass distribution,1
1,JEE Main,1,2,Physics,1,9,Magnetism and Electromagnetic Induction,1,253,Alternating Current,1,3741,Alternating Current and Voltage,1,490,Rms value of alternating current,1
1,JEE Main,1,2,Physics,1,3,Mechanics -1,1,228,Motion in a Plane,1,3653,Circular Motion,1,400,Non- Uniform Circular motion,1
1,JEE Main,1,2,Physics,1,4,Mechanics -2,1,231,"Center of Mass, Conservation of Linear Momentum and Collision",1,4620,Impulse and Collision,1,497,Head on collision,1
1,JEE Main,1,2,Physics,1,3,Mechanics -1,1,229,Laws of Motion and Friction,1,4619,Applications of Newton's Laws of Motion,1,414,FBD,1
1,JEE Main,1,2,Physics,1,4,Mechanics -2,1,231,"Center of Mass, Conservation of Linear Momentum and Collision",1,4620,Impulse and Collision,1,503,Line of impact,1
1,JEE Main,1,2,Physics,1,9,Magnetism and Electromagnetic Induction,1,251,Magnetism and Matter,1,3738,Magnetism and Matter,1,417,Magnetic Materials & Their Properties,1
1,JEE Main,1,2,Physics,1,9,Magnetism and Electromagnetic Induction,1,253,Alternating Current,1,3743,Resonance,1,509,Circuit behaviour at resonance,1
1,JEE Main,1,2,Physics,1,3,Mechanics -1,1,229,Laws of Motion and Friction,1,3658,Laws of Motion in Non Inertial Frame of Reference,1,423,Pseudo force,1
1,JEE Main,1,2,Physics,1,4,Mechanics -2,1,232,System of Particles and Rotational Motion,1,3679,Rolling Motion,1,513,Velocity of a point on a rolling body,1
1,JEE Main,1,2,Physics,1,3,Mechanics -1,1,229,Laws of Motion and Friction,1,3661,Friction,1,440,Analysis of frictional force,1
1,JEE Main,1,2,Physics,1,9,Magnetism and Electromagnetic Induction,1,252,Electromagnetic Induction,1,3740,Circuits,1,452,Eddy currents,1
1,JEE Main,1,2,Physics,1,4,Mechanics -2,1,232,System of Particles and Rotational Motion,1,3679,Rolling Motion,1,516,Rolling of a body on an inclined plane,1
1,JEE Main,1,2,Physics,1,4,Mechanics -2,1,232,System of Particles and Rotational Motion,1,3683,Energy,1,543,Conservation of mechanical energy in rotational motion,1
1,JEE Main,1,2,Physics,1,3,Mechanics -1,1,230,"Work, Energy and Power",1,4614,Conservation of Mechanical Energy,1,474,Kinetic energy,1
1,JEE Main,1,2,Physics,1,4,Mechanics -2,1,231,"Center of Mass, Conservation of Linear Momentum and Collision",1,3669,Centre of Mass,1,483,Centre of mass of discrete particles,1
1,JEE Main,1,2,Physics,1,4,Mechanics -2,1,233,Mechanical Properties of Fluids,1,4622,Thrust and Pressure,1,551,Absolute pressure,1
1,JEE Main,1,2,Physics,1,4,Mechanics -2,1,233,Mechanical Properties of Fluids,1,4622,Thrust and Pressure,1,553,Barometer,1
1,JEE Main,1,2,Physics,1,4,Mechanics -2,1,231,"Center of Mass, Conservation of Linear Momentum and Collision",1,4620,Impulse and Collision,1,494,Average Impulse,1
1,JEE Main,1,2,Physics,1,4,Mechanics -2,1,231,"Center of Mass, Conservation of Linear Momentum and Collision",1,4620,Impulse and Collision,1,498,Collision in one dimension,1
1,JEE Main,1,2,Physics,1,4,Mechanics -2,1,233,Mechanical Properties of Fluids,1,3686,Fluid in Uniformly Accelerated Motion,1,558,Fluid in vertical acceleration,1
1,JEE Main,1,2,Physics,1,4,Mechanics -2,1,233,Mechanical Properties of Fluids,1,3686,Fluid in Uniformly Accelerated Motion,1,560,Liquid in vessel rotating with constant angular velocity,1
1,JEE Main,1,2,Physics,1,4,Mechanics -2,1,232,System of Particles and Rotational Motion,1,3679,Rolling Motion,1,514,Acceleration of a point on a rolling body,1
1,JEE Main,1,2,Physics,1,9,Magnetism and Electromagnetic Induction,1,253,Alternating Current,1,3744,Transformers,1,517,How transformer works,1
1,JEE Main,1,2,Physics,1,4,Mechanics -2,1,233,Mechanical Properties of Fluids,1,3688,Flow of Liquid,1,572,Application of principle of continuity,1
1,JEE Main,1,2,Physics,1,4,Mechanics -2,1,233,Mechanical Properties of Fluids,1,3688,Flow of Liquid,1,573,Energy associated with moving fluid,1
1,JEE Main,1,2,Physics,1,9,Magnetism and Electromagnetic Induction,1,253,Alternating Current,1,4628,AC Circuits,1,532,Resistor in an AC circuit,1
1,JEE Main,1,2,Physics,1,4,Mechanics -2,1,233,Mechanical Properties of Fluids,1,3688,Flow of Liquid,1,576,Venturimeter,1
1,JEE Main,1,2,Physics,1,9,Magnetism and Electromagnetic Induction,1,253,Alternating Current,1,4628,AC Circuits,1,535,Capacitor in AC circuit,1
1,JEE Main,1,2,Physics,1,4,Mechanics -2,1,233,Mechanical Properties of Fluids,1,4622,Thrust and Pressure,1,556,Thrust at horizontal surface,1
1,JEE Main,1,2,Physics,1,4,Mechanics -2,1,233,Mechanical Properties of Fluids,1,3686,Fluid in Uniformly Accelerated Motion,1,561,Liquid in a closed accelerated containers,1
1,JEE Main,1,2,Physics,1,4,Mechanics -2,1,233,Mechanical Properties of Fluids,1,3687,Archimedes Principle,1,565,Buoyant force on accelerating fluid,1
1,JEE Main,1,2,Physics,1,4,Mechanics -2,1,233,Mechanical Properties of Fluids,1,3688,Flow of Liquid,1,567,Uniform and non uniform flow,1
1,JEE Main,1,2,Physics,1,4,Mechanics -2,1,233,Mechanical Properties of Fluids,1,3688,Flow of Liquid,1,571,Principle of continuity,1
1,JEE Main,1,2,Physics,1,4,Mechanics -2,1,233,Mechanical Properties of Fluids,1,3688,Flow of Liquid,1,585,Coefficient of viscosity,1
1,JEE Main,1,2,Physics,1,9,Magnetism and Electromagnetic Induction,1,254,Electromagnetic Waves,1,3746,EM Waves,1,590,Electromagnetic Spectrum,1
1,JEE Main,1,2,Physics,1,4,Mechanics -2,1,233,Mechanical Properties of Fluids,1,3689,Surface Tension,1,594,Shape of liquid meniscus,1
1,JEE Main,1,2,Physics,1,4,Mechanics -2,1,233,Mechanical Properties of Fluids,1,3689,Surface Tension,1,601,Rise of liquid in a capillary of insufficient length,1
1,JEE Main,1,2,Physics,1,4,Mechanics -2,1,235,Gravitation,1,3693,Kepler's Law,1,613,Law of orbit,1
2,NEET,1,2,Physics,1,40,Mechanics -1,1,331,Laws of Motion and Friction,1,3840,Friction,1,1101,Direction of frictional force,1
1,JEE Main,1,3,Chemistry,1,11,Organic Chemistry(OC-1),1,270,Hydrocarbons,1,4618,Preparation and Properties of Alkanes,1,21,Alkanes Halogenation,1
1,JEE Main,1,3,Chemistry,1,11,Organic Chemistry(OC-1),1,270,Hydrocarbons,1,4631,Preparation and Properties of Aromatic Hydrocarbons,1,47,Chlorination of Benzene,1
1,JEE Main,1,3,Chemistry,1,12,Organic Chemistry(OC-2),1,273,"Aldehydes, Ketones and Carboxylic Acids",1,4669,"Aldehydes and Ketones-Introduction, Preparation and Properties",1,49,Aldehyde and Ketones-Nucleophilic Addition Reactions,1
1,JEE Main,1,3,Chemistry,1,11,Organic Chemistry(OC-1),1,270,Hydrocarbons,1,4630,Preparation and Properties of Alkynes,1,54,Preparation of Alkynes by Vicinal Dihalides,1
1,JEE Main,1,3,Chemistry,1,12,Organic Chemistry(OC-2),1,271,Haloalkanes and Haloarenes,1,4673,Properties of Haloalkanes and Haloarenes and Polyhalogen Compounds,1,56,Wurtz Reaction,1
1,JEE Main,1,1,Mathematics,1,19,Integral Calculus,1,314,Indefinite Integration,1,3608,Special Algebraic Integrations,1,71,Finding Integral of Type ∫dx/(ax²+bx+c),1
1,JEE Main,1,1,Mathematics,1,19,Integral Calculus,1,314,Indefinite Integration,1,3608,Special Algebraic Integrations,1,80,Finding Integral of Type ∫dx/(ax+b)((px²+qx+r)^1/2),1
1,JEE Main,1,1,Mathematics,1,19,Integral Calculus,1,314,Indefinite Integration,1,3608,Special Algebraic Integrations,1,83,Finding Integral of Type ∫(((x-a)(x-b))^1/2)dx,1
1,JEE Main,1,2,Physics,1,7,Modern Physics,1,242,Dual Nature of Radiation and Matter,1,,,,176,Radiation pressure / force,1
1,JEE Main,1,2,Physics,1,7,Modern Physics,1,242,Dual Nature of Radiation and Matter,1,3619,Photoelectric Effect,1,182,Laws of photo electric effect,1
1,JEE Main,1,2,Physics,1,3,Mechanics -1,1,224,Dimensions and Measurement,1,3638,Measurements,1,192,Measurement of Length,1
1,JEE Main,1,2,Physics,1,3,Mechanics -1,1,224,Dimensions and Measurement,1,3638,Measurements,1,195,Errors in Measurement,1
1,JEE Main,1,2,Physics,1,3,Mechanics -1,1,224,Dimensions and Measurement,1,3638,Measurements,1,199,Heat and thermodynamics related Experiments,1
1,JEE Main,1,2,Physics,1,3,Mechanics -1,1,224,Dimensions and Measurement,1,3638,Measurements,1,200,Wave related Experiments,1
1,JEE Main,1,2,Physics,1,7,Modern Physics,1,243,Atoms,1,3622,Bohr's Model of Hydrogen Atom,1,208,Energy of electron in nth orbit,1
1,JEE Main,1,2,Physics,1,7,Modern Physics,1,244,Nuclei,1,3626,Nuclear Structure and Energy,1,237,Mass defect,1
1,JEE Main,1,2,Physics,1,7,Modern Physics,1,244,Nuclei,1,3628,Radioactivity,1,245,Gamma decay,1
1,JEE Main,1,2,Physics,1,7,Modern Physics,1,244,Nuclei,1,3629,Nuclear Reactions,1,258,Nuclear fusion,1
1,JEE Main,1,2,Physics,1,7,Modern Physics,1,244,Nuclei,1,3629,Nuclear Reactions,1,259,Neutron Capture,1
1,JEE Main,1,2,Physics,1,7,Modern Physics,1,245,Semiconductor Electronics,1,3631,P-N Junction Diode & its Characteristics,1,264,Zener Diode ,1
1,JEE Main,1,2,Physics,1,8,Electrostatics and Current Electricity,1,247,Electric Charges and Field,1,3723,Electric Field,1,279,Electric Field of uniformly charged sphere,1
1,JEE Main,1,2,Physics,1,8,Electrostatics and Current Electricity,1,248,Electrostatic Potential and Capacitance,1,3726,Electrostatic Potential,1,286,Equipotential Surface,1
1,JEE Main,1,2,Physics,1,8,Electrostatics and Current Electricity,1,249,Current Electricity,1,3729,Resistance and Resistivity,1,308,Combination of resistors,1
1,JEE Main,1,2,Physics,1,8,Electrostatics and Current Electricity,1,249,Current Electricity,1,3729,Resistance and Resistivity,1,309,Equivalent Resistance,1
1,JEE Main,1,2,Physics,1,8,Electrostatics and Current Electricity,1,249,Current Electricity,1,4626,Electrical Cell and Circuits,1,324,Kirchoff's Laws Application,1
1,JEE Main,1,2,Physics,1,3,Mechanics -1,1,227,Motion in a Straight Line,1,3646,Motion in a Straight Line,1,330,Uniform Motion,1
1,JEE Main,1,2,Physics,1,3,Mechanics -1,1,227,Motion in a Straight Line,1,3650,Graphs,1,337,Distance time graph,1
1,JEE Main,1,2,Physics,1,9,Magnetism and Electromagnetic Induction,1,250,Moving Charges and Magnetism,1,3735,Magnetic Field,1,348,Biot savart law,1
1,JEE Main,1,2,Physics,1,9,Magnetism and Electromagnetic Induction,1,250,Moving Charges and Magnetism,1,3735,Magnetic Field,1,349,Right hand thumb rule,1
1,JEE Main,1,2,Physics,1,3,Mechanics -1,1,228,Motion in a Plane,1,3651,Projectile Motion,1,359,Oblique projectile,1
1,JEE Main,1,2,Physics,1,9,Magnetism and Electromagnetic Induction,1,250,Moving Charges and Magnetism,1,3736,Charge in Magnetic Field,1,369,Force between two infinite parallel current carrying wires,1
1,JEE Main,1,2,Physics,1,3,Mechanics -1,1,228,Motion in a Plane,1,3651,Projectile Motion,1,378,Maximum height,1
1,JEE Main,1,2,Physics,1,3,Mechanics -1,1,229,Laws of Motion and Friction,1,4619,Applications of Newton's Laws of Motion,1,412,Second law of motion,1
1,JEE Main,1,2,Physics,1,3,Mechanics -1,1,229,Laws of Motion and Friction,1,4619,Applications of Newton's Laws of Motion,1,413,Third law of motion,1
1,JEE Main,1,2,Physics,1,3,Mechanics -1,1,229,Laws of Motion and Friction,1,4619,Applications of Newton's Laws of Motion,1,422,Lamis theorem,1
1,JEE Main,1,2,Physics,1,3,Mechanics -1,1,229,Laws of Motion and Friction,1,3659,Constraint Relation,1,425,Pulley constraint,1
1,JEE Main,1,2,Physics,1,9,Magnetism and Electromagnetic Induction,1,252,Electromagnetic Induction,1,3740,Circuits,1,449,Rise and decay of current,1
1,JEE Main,1,2,Physics,1,3,Mechanics -1,1,230,"Work, Energy and Power",1,3668,Power,1,482,Instantaneous power,1
1,JEE Main,1,2,Physics,1,4,Mechanics -2,1,231,"Center of Mass, Conservation of Linear Momentum and Collision",1,3669,Centre of Mass,1,486,Velocity of centre of mass,1
1,JEE Main,1,2,Physics,1,4,Mechanics -2,1,231,"Center of Mass, Conservation of Linear Momentum and Collision",1,4620,Impulse and Collision,1,495,Elastic collision,1
1,JEE Main,1,2,Physics,1,4,Mechanics -2,1,231,"Center of Mass, Conservation of Linear Momentum and Collision",1,4620,Impulse and Collision,1,496,Inelastic collision,1
1,JEE Main,1,2,Physics,1,4,Mechanics -2,1,232,System of Particles and Rotational Motion,1,4621,Mechanics of Rotational Motion,1,508,Combined rotation and translation,1
1,JEE Main,1,2,Physics,1,4,Mechanics -2,1,232,System of Particles and Rotational Motion,1,3679,Rolling Motion,1,510,Rolling motion on moving surface,1
1,JEE Main,1,2,Physics,1,4,Mechanics -2,1,232,System of Particles and Rotational Motion,1,4621,Mechanics of Rotational Motion,1,523,Equilibrium of rigid bodies,1
1,JEE Main,1,2,Physics,1,4,Mechanics -2,1,232,System of Particles and Rotational Motion,1,4621,Mechanics of Rotational Motion,1,526,Newton's 2nd law of motion for pure rotation,1
1,JEE Main,1,2,Physics,1,4,Mechanics -2,1,232,System of Particles and Rotational Motion,1,3682,Angular Momentum,1,529,Angular impulse,1
1,JEE Main,1,2,Physics,1,4,Mechanics -2,1,232,System of Particles and Rotational Motion,1,3683,Energy,1,544,Work energy theorem in rotational motion,1
1,JEE Main,1,2,Physics,1,4,Mechanics -2,1,233,Mechanical Properties of Fluids,1,3686,Fluid in Uniformly Accelerated Motion,1,559,Fluid in horizontal acceleration,1
1,JEE Main,1,2,Physics,1,4,Mechanics -2,1,233,Mechanical Properties of Fluids,1,3687,Archimedes Principle,1,564,Centre of buoyancy,1
